ss,id,MID,Age,Gender,Edu,SES,Comp2,check_excl,1.11,ALWTS-T_3,Al-W-TS-1,Al-W-TS-2,DONATION-T_3,DONATION,1.12,DONATION-T_3,DONATION,ALWD-T_3,AL-W-TS1,AL-W-TS2,1.21,ALITS-T_3,AL-I-TS1,AL-I-TS2,DONATION-T_3,DONATION,1.22,DONATION-T_3,DONATION,ALID-T_3,AL-I-TS1,AL-I-TS2,2.11,DANWTS-T_3,DAN-W-TS-1,DAN-W-TS-2,DONATION-T_3,DONATION,2.12,DONATION-T_3,DONATION,DANWD-T_3,DAN-W-TS1,DAN-W-TS2,2.21,DANYITS-T_3,DAN-I-TS1,DAN-I-TS2,DONATION-T_3,DONATION,2.22,DONATION-T_3,DONATION,DANYID-T_3,DAN-I-TS1,DAN-I-TS2,3.11,HARRWTS-T_3,HAR-W-TS1,HAR-W-TS2,DONATION-T_3,DONATION,3.12,DONATION-T_3,DONATION,HARWD-T_3,HAR-W-TS1,HAR-W-TS2,3.21,HARITS-T_3,HAR-I-TS1,HAR-I-TS2,DONATION-T_3,DONATION,3.22,DONATION-T_3,DONATION,HARID-T_3,HAR-I-TS1,HAR-I-TS2,4.11,JEFWTS-T_3,JEF-W-TS1,JEF-W-TS2,DONATION-T_3,DONATION,4.12,DONATION-T_3,DONATION,JEFWD-T_3,JEF-W-TS1,JEF-2-TS2,4.21,JAFITS-T_3,JAF-I-TS1,JAF-I-TS2,DONATION-T_3,DONATION,4.22,DONATION-T_3,DONATION,JAFID-T_3,JAF-I-TS1,JAF-I-TS2,5.11,CHADWTS-T_3,CHA-W-TS1,CHA-W-TS2,DONATION-T_3,DONATION,5.12,DONATION-T_3,DONATION,CHADWD-T_3,CHAD-W-TS1,CHAD-W-TS2,5.21,CHAHITS-T_3,CHA-I-TS1,CHA-I-TS2,DONATION-T_3,DONATION,5.22,DONATION_3,DONATION,CHAHID-T_3,CHAH-I-TS1,CHAH-I-TS2,6.11,ADAMWTS-T_3,ADA-W-TS1,ADA-W-TS2,DONATION-T_3,DONATION,6.12,DONATION-T_3,DONATION,ADAMWD-T_3,ADAM-W-TS1,ADAM-W-TS2,6.21,ADNAITS-T_3,ADN-I-TS-1,ADN-I-TS-2,DONATION-T_3,DONATION,6.22,DONATION-T_3,DONATION,ADNAID-T_3,ADNA-I-TS1,ADNA-I-TS2,vignette.eth.order,vignette,vignette_name,eth,eth_name,order,order_name,ts_time,ts_forced,ts_scale,donation_time,donation,ethn_ss,comp_eth,comp_eth_recode,comp_char,Comp2,check_excl,exclude
519,R_1BQL51JSu8HFk2U,A1QAFFLW5UM39W,41,2,3,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.009,1,9,22.187,16,,,,,,,6.21,6,police,2,immigrant,1,TS_first,45.009,1,9,22.187,16,6,5,2,2,I have read the instructions,0,0
520,R_Dkj4iSzqhh1gTEl,A3O7W4YTN5X57H,52,2,5,3,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.107,21,67.184,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,5,minorities,1,white,2,Donation_first,67.184,1,7,18.107,21,6,6,1,2,I have read the instructions,0,0
521,R_1PbJH4GclKYTaki,A3HBMPB74FWI1,19,1,4,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.933,1,6,1.627,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2,terr,2,immigrant,1,TS_first,5.933,1,6,1.627,15,6,6,1,1,,1,1
522,R_3HTYDUQ64Zxe3VX,A1KJI092IOCO8Q,53,2,6,4,i HAVE READ THE INSTRUCTIONS,0,,34.055,2,3,14.214,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1,dad,1,white,1,TS_first,34.055,2,3,14.214,12,6,6,1,2,i HAVE READ THE INSTRUCTIONS,0,0
523,R_1IiKzV0wjDD2zwu,A110JX7PI2TTSS,49,1,2,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.64,12,38.168,1,7,,,,,,,,,,,,,6.12,6,police,1,white,2,Donation_first,38.168,1,7,17.64,12,6,6,1,2,I have read the instructions,0,0
524,R_3ir8y8fjOdkeCaY,A37DTVGS7RX6AG,64,2,4,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.544,1,8,14.405,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3,biz,1,white,1,TS_first,76.544,1,8,14.405,16,6,6,1,2,I have read the instructions,0,0
525,R_2aOYIJ3bYOIQOsl,A21VSNDM6TDHO1,35,2,4,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.308,16,22.215,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,3,biz,1,white,2,Donation_first,22.215,2,5,8.308,16,6,4,0,2,I have read the instructions,0,1
526,R_2fHjzymHrQxoaFW,AMNWH1GJBI8PG,28,2,5,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,29.372,2,5,12.762,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2,terr,1,white,1,TS_first,29.372,2,5,12.762,16,6,6,1,2,I have read the instructions,0,0
527,R_1IKtiAgtYyLIiR6,A3A6AK4E156TVE,57,2,4,9,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,18.742,16,96.585,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1,dad,2,immigrant,2,Donation_first,96.585,1,9,18.742,16,6,5,2,2,I have read the instructions,0,0
528,R_1ZaPDxMsolwIVLb,A3LRZX8477TYYZ,37,1,6,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.829,12,38.469,1,7,6.22,6,police,2,immigrant,2,Donation_first,38.469,1,7,14.829,12,6,5,2,2,I have read the instructions,0,0
529,R_3MSvYkSAkGYGKmQ,A1F4FDS2XO7VVL,22,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.173,1,8,18.534,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,4,alcohol,1,white,1,TS_first,32.173,1,8,18.534,16,6,6,1,2,I have read the instructions,0,0
530,R_2CwUe1t6wfN3uRj,A2V6SYSAA0PML1,46,1,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.088,2,2,21.357,16,,,,,,,,,,,,,,,,,,,6.11,6,police,1,white,1,TS_first,56.088,2,2,21.357,16,6,6,1,2,I have read the instructions,0,0
531,R_2s77pSufie6oPvh,A15J08EU93ZGZ0,34,2,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.206,2,6,20.371,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,5,minorities,1,white,1,TS_first,28.206,2,6,20.371,18,6,6,1,2,I have read the instructions,0,0
532,R_3m2YWMjSGR4KJPl,AL19PSNQDQJWF,44,2,4,6,I have read the instructions,0,,35.331,1,7,15.98,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1,dad,1,white,1,TS_first,35.331,1,7,15.98,12,6,6,1,2,I have read the instructions,0,0
533,R_31QlFNg41EyXqWp,A2WAQLPXT615HQ,27,2,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.242,2,6,42.714,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3,biz,2,immigrant,1,TS_first,101.242,2,6,42.714,16,6,6,1,2,I have read the instructions,0,1
534,R_2BzKRBo9mNsmv0d,A2YZ88M5D3RYPX,45,2,4,4,I have read the instructions,0,,,,,,,,,,,,,,42.769,1,8,33.858,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1,dad,2,immigrant,1,TS_first,42.769,1,8,33.858,12,6,5,2,2,I have read the instructions,0,0
535,R_3GqS5gV1XVIj1jv,A18YQFG9YRCPGG,39,2,2,6,I have read the instructions ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.892,2,7,16.989,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,5,minorities,2,immigrant,1,TS_first,21.892,2,7,16.989,16,6,5,2,2,I have read the instructions ,0,0
536,R_1mW8DvmpzYmWNzR,AASW4EHSSOG40,52,2,4,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2,1,8,20.036,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2,terr,2,immigrant,1,TS_first,36.2,1,8,20.036,16,6,6,1,2,I have read the instructions,0,1
537,R_yz55v1wVkxyXNwB,A2GNG7DWHQA6ZZ,30,1,3,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.684,15,48.339,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4,alcohol,2,immigrant,2,Donation_first,48.339,2,5,26.684,15,6,6,1,2,I have read the instructions,0,1
538,R_2ielD47jIUVJ5Dz,A30MYN1DI6EJ8M,32,2,6,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.203,1,8,11.774,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3,biz,1,white,1,TS_first,15.203,1,8,11.774,12,6,6,1,2,,1,1
539,R_1M5qiVZWbM0CsNe,A1BFKLQJ1P2GM7,24,2,5,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.656,16,35.736,1,5,,,,,,,,,,,,,6.12,6,police,1,white,2,Donation_first,35.736,1,5,9.656,16,2,6,1,2,,1,1
540,R_PZYnQW90O9JgXrH,A2XX4E9CDNHX5,44,2,6,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.338,16,32.289,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,4,alcohol,1,white,2,Donation_first,32.289,1,7,24.338,16,6,6,1,2,I have read the instructions,0,0
541,R_1JWuCB3ex1O1bA2,ACQ1B7MAA7NCV,36,1,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.457,16,34.116,2,5,,,,,,,,,,,,,,,,,,,,,,,,,5.22,5,minorities,2,immigrant,2,Donation_first,34.116,2,5,17.457,16,6,5,2,2,I have read the instructions,0,0
542,R_USAQAfiGNmyeDTP,A1EBVJWBNNPUFU,24,2,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.216,23,23.862,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2,terr,2,immigrant,2,Donation_first,23.862,2,4,14.216,23,6,5,2,2,I have read the instructions,0,0
543,R_qI1beAKp1rXOiat,A2WVH84QT97HX2,28,1,3,5,I have read the instructions,0,,,,,,,,11.293,12,16.881,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1,dad,1,white,2,Donation_first,16.881,2,3,11.293,12,6,6,1,2,I have read the instructions,0,0
544,R_3hrTsHZBs50dlx9,A2WS2N6YRHWUO7,24,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.607,1,7,19.378,16,,,,,,,6.21,6,police,2,immigrant,1,TS_first,38.607,1,7,19.378,16,6,5,2,2,I have read the instructions,0,0
545,R_3KVk6GZDqQrevJk,A85HVPMUCWGF1,22,1,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.999,12,41.512,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,3,biz,1,white,2,Donation_first,41.512,1,5,15.999,12,6,5,2,2,I have read the instructions,0,1
546,R_2ahMM0SalJXCPI6,AW0225ONUAPO5,29,1,6,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.125,12,12.561,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2,terr,1,white,2,Donation_first,12.561,1,7,15.125,12,6,6,1,2,I have read the instructions,0,0
547,R_89aNieFtDWCAuHL,AF8WEE363EQAH,53,1,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.718,1,7,66.969,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4,alcohol,2,immigrant,1,TS_first,66.718,1,7,66.969,12,6,5,2,2,I have read the instructions,0,0
548,R_3oGTp1h4jElUz2F,A3MKZB3SZT4NEF,25,2,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.298,16,46.828,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,5,minorities,1,white,2,Donation_first,46.828,1,8,29.298,16,6,6,1,2,I have read the instructions,0,0
549,R_A1DeDCp0NBdP21P,ANTH5IGN5CHN6,33,1,8,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.981,12,27.711,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3,biz,2,immigrant,2,Donation_first,27.711,1,6,9.981,12,6,5,2,2,I have read the instructions,0,0
550,R_2ATlj91pLKNW2c2,AZPKUIYE84ML,27,2,4,9,I have read the instructions,0,,13.138,2,4,8.623,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1,dad,1,white,1,TS_first,13.138,2,4,8.623,15,6,6,1,2,I have read the instructions,0,0
551,R_2rjEKQXg1SherAR,A1RZL7X44VXV6B,45,1,2,8,I have read the instructions,0,,,,,,,,29.02,18,44.253,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1,dad,1,white,2,Donation_first,44.253,2,5,29.02,18,6,6,1,2,I have read the instructions,0,0
552,R_2fv9s0YypBcOFXK,A2OIPOP4MI8TZB,23,1,5,7,"I have read the instructions, and accidentally clicked on an option on my laptop mouse pad when I was scrolling lol sorry. ",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.027,16,18.691,1,6,6.22,6,police,2,immigrant,2,Donation_first,18.691,1,6,7.027,16,6,6,1,2,"I have read the instructions, and accidentally clicked on an option on my laptop mouse pad when I was scrolling lol sorry. ",0,1
553,R_23ZzjSxEIIrQPZ4,AN93ITMX7PNLK,21,1,2,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.625,14,28.418,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4,alcohol,2,immigrant,2,Donation_first,28.418,1,8,22.625,14,6,5,2,2,I have read the instructions,0,0
554,R_1Qgy7KP7Pxx8ysE,A3RBDA1LGUJO5Q,28,1,4,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.195,2,8,14.659,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,5,minorities,2,immigrant,1,TS_first,32.195,2,8,14.659,13,6,5,2,2,I have read the instructions,0,0
555,R_1DU7SbTwx8QYwjG,A2KG3W360MDBD2,32,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.236,16,33.826,2,7,,,,,,,,,,,,,,,,,,,,,,,,,5.22,5,minorities,2,immigrant,2,Donation_first,33.826,2,7,11.236,16,6,5,2,2,I have read the instructions,0,0
556,R_6Dp60mqOIS87LJD,A1M1AD5KPXNGUG,40,2,3,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.812,3,8,22.311,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,4,alcohol,1,white,1,TS_first,55.812,3,8,22.311,16,6,6,1,2,I have read the instructions,0,0
557,R_bw3OU8PILDiFvtn,A002160837SWJFPIAI7L7,22,1,2,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.416,1,7,3.766,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,5,minorities,1,white,1,TS_first,27.416,1,7,3.766,16,1,6,1,2,I have read the instructions,0,1
558,R_10pbRKmuZHf6B9n,A1EDADRRD4O8RF,33,1,5,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1,1,6,18.382,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3,biz,1,white,1,TS_first,54.1,1,6,18.382,21,6,6,1,2,,1,1
559,R_6lLPDnej9T3ihiN,ACUUBO8S50G4A,25,1,5,6,,1,,,,,,,,,,,,,,73.914,3,5,20.647,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1,dad,2,immigrant,1,TS_first,73.914,3,5,20.647,16,6,5,2,2,,1,1
560,R_3JhmD3uoqPbKPmh,A1EBJ28TQ5JD01,22,1,2,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.307,13,18.32,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2,terr,1,white,2,Donation_first,18.32,1,7,16.307,13,1,1,0,2,,1,1
561,R_1FnyXinQj7p9mvA,A301GDXHTJNAO,23,2,4,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.798,16,17.721,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2,terr,2,immigrant,2,Donation_first,17.721,1,7,15.798,16,6,5,2,2,I have read the instructions,0,0
562,R_3snPkzBxPLOZPxD,A1QXW6HGZCSSNV,37,1,6,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.862,12,21.175,1,8,,,,,,,,,,,,,6.12,6,police,1,white,2,Donation_first,21.175,1,8,8.862,12,6,6,1,2,I have read the instructions,0,0
563,R_3dSN56tei1Ufxio,A26MRON9XGPVB5,31,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.173,20,4.579,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,4,alcohol,1,white,2,Donation_first,4.579,2,7,12.173,20,6,6,1,2,I have read the instructions,0,0
564,R_1LGNEO2kekiqduR,A1X0H81FZHXT3R,29,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.127,12,20.138,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,5,minorities,1,white,2,Donation_first,20.138,2,4,12.127,12,6,6,1,2,I have read the instructions,0,0
565,R_1FtSNYZpGPQ16Uy,A2E793N4ZQ1VMS,26,2,5,3,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,3.093,13,4.701,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1,dad,2,immigrant,2,Donation_first,4.701,1,2,3.093,13,1,1,0,2,I have read the instructions,0,1
566,R_1eJ2Yn2XDUYp6tX,A20MO1430Z8C18,31,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.949,18,17.216,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3,biz,2,immigrant,2,Donation_first,17.216,1,5,16.949,18,6,6,1,2,I have read the instructions,0,1
